Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Blazias,2015-12-10 23:08:36,00:00:01,,Magi: The Kingdom of Magic: A Kind Person (Episode 6),,Sony PS3,00:22:41,Not latest view,US (United States)
Blazias,2015-12-09 22:17:31,00:20:23,,Magi: The Kingdom of Magic: A Kind Person (Episode 6),,Sony PS3,00:22:41,Not latest view,US (United States)
Blazias,2015-12-09 21:04:56,00:22:34,,Magi: The Kingdom of Magic: Mother (Episode 5),,Sony PS3,00:22:34,Not latest view,US (United States)
Blazias,2015-12-09 20:42:12,00:22:36,,Magi: The Kingdom of Magic: Pirates (Episode 4),,Sony PS3,00:22:36,Not latest view,US (United States)
Blazias,2015-12-09 20:23:51,00:06:02,,Magi: The Kingdom of Magic: Setting Sail (Episode 3),,Sony PS3,00:10:43,Not latest view,US (United States)
Blazias,2015-12-08 22:17:33,00:04:41,,Magi: The Kingdom of Magic: Setting Sail (Episode 3),,Sony PS3,00:04:41,Not latest view,US (United States)
Blazias,2015-12-08 21:53:52,00:23:24,,Magi: The Kingdom of Magic: Departure (Episode 2),,Sony PS3,00:24:28,Not latest view,US (United States)
Blazias,2015-12-08 21:28:38,00:20:21,,Magi: The Kingdom of Magic: Premonition of a Journey (Episode 1),,Sony PS3,00:24:28,Not latest view,US (United States)
Blazias,2015-12-08 21:13:21,00:04:06,,Magi: The Kingdom of Magic: Premonition of a Journey (Episode 1),,Sony PS3,00:04:06,Not latest view,US (United States)
Blazias,2015-12-08 20:48:37,00:15:42,,Magi: The Labyrinth of Magic: Alibaba and Aladdin (Episode 25),,Sony PS3,00:15:42,Not latest view,US (United States)
Blazias,2015-12-08 20:24:02,00:24:29,,Magi: The Labyrinth of Magic: The Fall (Episode 24),,Sony PS3,00:24:28,Not latest view,US (United States)
Blazias,2015-12-08 20:21:04,00:02:30,,Magi: The Labyrinth of Magic: Battle Cry (Episode 23),,Sony PS3,00:24:29,Not latest view,US (United States)
Blazias,2015-12-07 23:33:48,00:00:07,,Power Rangers Jungle Fury: Season 1: Welcome to the Jungle: Part 2 (Episode 2),,Sony PS3,00:01:43,Not latest view,US (United States)
Blazias,2015-12-07 23:21:24,00:10:18,,Sonic Underground: Season 1: Mobodoon (Episode 6),,Sony PS3,00:10:18,00:10:18,US (United States)
Blazias,2015-12-07 23:01:12,00:20:00,,Sonic Underground: Season 1: To Catch a Queen (Episode 5),,Sony PS3,00:21:28,00:21:28,US (United States)
Blazias,2015-12-07 23:00:04,00:00:56,,Slugterra: Slug Fu Showdown,,Sony PS3,00:16:27,00:16:27,US (United States)
Blazias,2015-12-07 22:55:57,00:02:16,,Beyblade: Metal Fusion: Season 1: Broken Wings (Episode 36),,Sony PS3,00:08:24,Not latest view,US (United States)
Blazias,2015-12-07 21:49:15,00:22:08,,Magi: The Labyrinth of Magic: Battle Cry (Episode 23),,Sony PS3,00:23:00,Not latest view,US (United States)
Blazias,2015-12-07 21:26:22,00:21:56,,Magi: The Labyrinth of Magic: Household of Flames (Episode 22),,Sony PS3,00:22:49,Not latest view,US (United States)
Blazias,2015-12-07 21:02:44,00:23:11,,Magi: The Labyrinth of Magic: The Dungeon Zagan (Episode 21),,Sony PS3,00:23:11,Not latest view,US (United States)
Blazias,2015-12-07 20:37:51,00:24:29,,Magi: The Labyrinth of Magic: The Two Princes (Episode 20),,Sony PS3,00:24:29,Not latest view,US (United States)
Blazias,2015-12-07 20:19:07,00:17:01,,Magi: The Labyrinth of Magic: The Name of the Culprit is Sinbad (Episode 19),,Sony PS3,00:24:28,Not latest view,US (United States)
Blazias,2015-12-07 11:47:03,00:07:00,,Magi: The Labyrinth of Magic: The Name of the Culprit is Sinbad (Episode 19),,Sony PS3,00:08:10,Not latest view,US (United States)
Blazias,2015-12-07 11:16:47,00:19:04,,Magi: The Labyrinth of Magic: Kingdom of Sindria (Episode 18),,Sony PS3,00:22:46,Not latest view,US (United States)
Blazias,2015-12-07 11:16:37,00:00:02,,Magi: The Labyrinth of Magic: Smile (Episode 17),,Sony PS3,00:24:14,Not latest view,US (United States)
Blazias,2015-12-07 00:45:59,00:22:42,,Magi: The Labyrinth of Magic: Smile (Episode 17),,Sony PS3,00:24:12,Not latest view,US (United States)
Blazias,2015-12-06 23:26:02,00:24:29,,Magi: The Labyrinth of Magic: Solomon's Wisdom (Episode 16),,Sony PS3,00:24:29,Not latest view,US (United States)
Blazias,2015-12-06 22:33:54,00:24:08,,Magi: The Labyrinth of Magic: Cassim's Answer (Episode 15),,Sony PS3,00:24:28,Not latest view,US (United States)
Blazias,2015-12-06 22:24:14,00:09:30,,Magi: The Labyrinth of Magic: Alibaba's Answer (Episode 14),,Sony PS3,00:24:29,Not latest view,US (United States)
Blazias,2015-12-06 15:43:43,00:18:18,,Magi: The Labyrinth of Magic: Alibaba's Answer (Episode 14),,Sony PS3,00:15:00,Not latest view,US (United States)
Blazias,2015-12-06 15:00:22,00:24:29,,Magi: The Labyrinth of Magic: A Prince in Revolt (Episode 13),,Sony PS3,00:24:29,Not latest view,US (United States)
Blazias,2015-12-06 14:33:36,00:24:12,,Magi: The Labyrinth of Magic: Decisions and Farewells (Episode 12),,Sony PS3,00:23:02,Not latest view,US (United States)
Blazias,2015-12-06 14:08:23,00:24:29,,Magi: The Labyrinth of Magic: A New Visitor (Episode 11),,Sony PS3,00:24:29,Not latest view,US (United States)
Blazias,2015-12-06 13:42:59,00:23:30,,Magi: The Labyrinth of Magic: His Name is Judar (Episode 10),,Sony PS3,00:24:29,Not latest view,US (United States)
Blazias,2015-12-06 13:27:51,00:13:35,,Magi: The Labyrinth of Magic: A Prince's Responsibility (Episode 9),,Sony PS3,00:24:28,Not latest view,US (United States)
Blazias,2015-12-06 03:28:49,00:13:49,,Magi: The Labyrinth of Magic: A Prince's Responsibility (Episode 9),,Sony PS3,00:13:46,Not latest view,US (United States)
Blazias,2015-12-06 03:05:33,00:23:06,,Magi: The Labyrinth of Magic: A Promise That Can't Be Kept (Episode 8),,Sony PS3,00:23:06,Not latest view,US (United States)
Blazias,2015-12-06 02:40:11,00:22:45,,Magi: The Labyrinth of Magic: His Name Is Sinbad (Episode 7),,Sony PS3,00:22:45,Not latest view,US (United States)
Blazias,2015-12-06 02:15:04,00:22:44,,"Magi: The Labyrinth of Magic: Fanaris, the Warrior Tribe (Episode 6)",,Sony PS3,00:22:44,Not latest view,US (United States)
Blazias,2015-12-06 01:48:55,00:24:30,,Magi: The Labyrinth of Magic: Dungeon-Capturer (Episode 5),,Sony PS3,00:24:29,Not latest view,US (United States)
Blazias,2015-12-06 01:25:02,00:22:51,,Magi: The Labyrinth of Magic: People of the Plains (Episode 4),,Sony PS3,00:22:51,Not latest view,US (United States)
Blazias,2015-12-06 01:24:48,00:00:02,,Magi: The Labyrinth of Magic: The Sorceror of Creation (Episode 3),,Sony PS3,00:23:15,Not latest view,US (United States)
Blazias,2015-12-06 01:01:28,00:23:13,,Magi: The Labyrinth of Magic: The Sorceror of Creation (Episode 3),,Sony PS3,00:23:13,Not latest view,US (United States)
Blazias,2015-12-06 00:36:23,00:23:02,,Magi: The Labyrinth of Magic: Dungeon Suite (Episode 2),,Sony PS3,00:23:02,Not latest view,US (United States)
Blazias,2015-12-06 00:35:48,00:00:08,,Magi: The Labyrinth of Magic: Aladdin and Alibaba (Episode 1),,Sony PS3,00:24:01,Not latest view,US (United States)
Blazias,2015-12-06 00:10:41,00:24:12,,Magi: The Labyrinth of Magic: Aladdin and Alibaba (Episode 1),,Sony PS3,00:24:07,Not latest view,US (United States)
Blazias,2015-12-06 00:10:07,00:00:09,,Magi: The Kingdom of Magic: Premonition of a Journey (Episode 1),,Sony PS3,00:00:05,Not latest view,US (United States)
Blazias,2015-12-06 00:08:17,00:01:38,,Power Rangers Jungle Fury: Season 1: Welcome to the Jungle: Part 2 (Episode 2),,Sony PS3,00:01:38,Not latest view,US (United States)
Blazias,2015-12-05 23:36:41,00:19:38,,"Power Rangers Dino Charge: Season 1: Double Ranger, Double Danger (Episode 8)",,Sony PS3,00:20:05,Not latest view,US (United States)
Blazias,2015-12-05 23:13:21,00:23:06,,Power Rangers Dino Charge: Season 1: Let Sleeping Zords Lie (Episode 7),,Sony PS3,00:23:06,00:23:06,US (United States)
Blazias,2015-12-05 22:49:55,00:22:41,,Power Rangers Dino Charge: Season 1: The Tooth Hurts (Episode 6),,Sony PS3,00:23:07,00:23:07,US (United States)
Blazias,2015-12-05 22:23:56,00:22:50,,Power Rangers Dino Charge: Season 1: Breaking Black (Episode 5),,Sony PS3,00:23:06,00:23:06,US (United States)
Blazias,2015-12-05 22:00:44,00:22:48,,Power Rangers Dino Charge: Season 1: Return of the Caveman (Episode 4),,Sony PS3,00:23:06,00:23:06,US (United States)
Blazias,2015-12-05 21:36:46,00:23:22,,Power Rangers Dino Charge: Season 1: A Fool’s Hour (Episode 3),,Sony PS3,00:23:22,00:23:22,US (United States)
Blazias,2015-12-05 21:04:56,00:18:44,,"Power Rangers Dino Charge: Season 1: Past, Present and Fusion (Episode 2)",,Sony PS3,00:18:38,00:18:38,US (United States)
Blazias,2015-12-05 20:41:05,00:23:35,,Power Rangers Dino Charge: Season 1: Powers from the Past (Episode 1),,Sony PS3,00:23:34,00:23:34,US (United States)
Blazias,2015-12-05 20:17:52,00:22:19,,Power Rangers Jungle Fury: Season 1: Welcome to the Jungle: Part 1 (Episode 1),,Sony PS3,00:22:19,Not latest view,US (United States)
Blazias,2015-12-05 20:16:56,00:00:02,,Noragami: Season 1: A Scrap of a Memory (Episode 12),,Sony PS3,00:23:47,00:23:47,US (United States)
Blazias,2015-12-05 20:15:01,00:01:15,,Wakfu: The Quest for the Six Eliatrope Dofus: Season 1: Book II : Ush (Episode 2),,Sony PS3,00:26:15,Not latest view,US (United States)
Blazias,2015-12-05 20:09:27,00:04:44,,Beyblade: Metal Fusion: Season 1: Broken Wings (Episode 36),,Sony PS3,00:06:10,Not latest view,US (United States)
Blazias,2015-12-05 19:56:05,00:13:17,,Beyblade: Metal Fusion: Season 1: L-Drago on the Move (Episode 35),,Sony PS3,00:21:44,Not latest view,US (United States)
Blazias,2015-12-05 19:42:31,00:07:00,,Beyblade: Metal Fusion: Season 1: L-Drago on the Move (Episode 35),,Sony PS3,00:08:28,Not latest view,US (United States)
Blazias,2015-12-05 19:32:29,00:09:58,,"Beyblade: Metal Fusion: Season 1: Shine, Virgo! (Episode 34)",,Sony PS3,00:21:45,Not latest view,US (United States)
Blazias,2015-12-05 19:31:52,00:00:30,,Sonic Underground: Season 1: To Catch a Queen (Episode 5),,Sony PS3,00:01:30,Not latest view,US (United States)
Blazias,2015-12-05 19:11:37,00:20:09,,Sonic Underground: Season 1: Wedding Bell Blues (Episode 4),,Sony PS3,00:21:10,00:21:10,US (United States)
Blazias,2015-12-05 18:51:13,00:20:21,,Sonic Underground: Season 1: Harmony of Something (Episode 3),,Sony PS3,00:21:27,00:21:27,US (United States)
Blazias,2015-12-05 18:29:57,00:21:12,,Sonic Underground: Season 1: Getting to Know You (Episode 2),,Sony PS3,00:21:12,00:21:12,US (United States)
Blazias,2015-12-05 00:24:53,00:10:20,,"Beyblade: Metal Fusion: Season 1: Shine, Virgo! (Episode 34)",,Sony PS3,00:11:48,Not latest view,US (United States)
Blazias,2015-12-05 00:04:56,00:19:54,,Beyblade: Metal Fusion: Season 1: The Oath of the Phoenix (Episode 33),,Sony PS3,00:21:52,Not latest view,US (United States)
Blazias,2015-12-04 23:50:27,00:00:32,,Beyblade: Metal Fusion: Season 1: The Oath of the Phoenix (Episode 33),,Sony PS3,00:02:00,Not latest view,US (United States)
Blazias,2015-12-04 23:30:00,00:20:24,,Beyblade: Metal Fusion: Season 1: The Stormy Battle Royal (Episode 32),,Sony PS3,00:21:52,Not latest view,US (United States)
Blazias,2015-12-04 23:02:22,00:22:37,,Beyblade: Metal Fusion: Season 1: The Twin Gemios (Episode 31),,Sony PS3,00:21:43,Not latest view,US (United States)
Blazias,2015-12-03 01:26:48,00:17:48,,Beyblade: Metal Fusion: Season 1: The Twin Gemios (Episode 31),,Sony PS3,00:19:16,Not latest view,US (United States)
Blazias,2015-12-03 01:06:21,00:20:23,,Beyblade: Metal Fusion: Season 1: The Bewitching Pisces (Episode 30),,Sony PS3,00:21:51,Not latest view,US (United States)
Blazias,2015-12-03 00:46:07,00:20:11,,Beyblade: Metal Fusion: Season 1: Kenta and Sora (Episode 29),,Sony PS3,00:21:37,Not latest view,US (United States)
Blazias,2015-12-03 00:16:56,00:20:21,,"Beyblade: Metal Fusion: Season 1: Dark Gasher's Big, Crabby-Crabby Operation! (Episode 28)",,Sony PS3,00:21:49,Not latest view,US (United States)
Blazias,2015-12-02 23:56:32,00:20:20,,Beyblade: Metal Fusion: Season 1: Intruders in the Challenge Match! (Episode 27),,Sony PS3,00:21:48,Not latest view,US (United States)
Blazias,2015-12-02 23:36:02,00:20:25,,Beyblade: Metal Fusion: Season 1: Tsubasa Flies into the Dark (Episode 26),,Sony PS3,00:21:52,Not latest view,US (United States)
Blazias,2015-12-02 23:15:49,00:20:10,,"Beyblade: Metal Fusion: Season 1: The Sniper, Capricorn (Episode 25)",,Sony PS3,00:21:38,Not latest view,US (United States)
Blazias,2015-12-02 22:54:36,00:08:05,,"Beyblade: Metal Fusion: Season 1: The Beautiful Eagle, Aguila (Episode 24)",,Sony PS3,00:21:39,Not latest view,US (United States)
Blazias,2015-12-02 22:34:07,00:20:21,,Beyblade: Metal Fusion: Season 1: The Road to the Battle Bladers (Episode 23),,Sony PS3,00:21:49,Not latest view,US (United States)
Blazias,2015-12-02 22:12:13,00:20:23,,Beyblade: Metal Fusion: Season 1: The Fearsome Libra (Episode 22),,Sony PS3,00:21:52,Not latest view,US (United States)
Blazias,2015-12-02 21:50:51,00:20:24,,Beyblade: Metal Fusion: Season 1: Warriors on the Deserted Island (Episode 21),,Sony PS3,00:21:52,Not latest view,US (United States)
Blazias,2015-12-02 21:30:38,00:20:10,,Beyblade: Metal Fusion: Season 1: Begin! The Survival Battle (Episode 20),,Sony PS3,00:21:38,Not latest view,US (United States)
Blazias,2015-12-02 21:10:24,00:20:10,,Beyblade: Metal Fusion: Season 1: Conquer the Tag-Team Battle (Episode 19),,Sony PS3,00:21:36,Not latest view,US (United States)
Blazias,2015-12-02 20:49:13,00:20:56,,Beyblade: Metal Fusion: Season 1: The Green Hades (Episode 18),,Sony PS3,00:21:49,Not latest view,US (United States)
Blazias,2015-11-30 00:01:47,01:26:58,,Home,,Sony PS3,01:26:14,01:26:14,US (United States)
Blazias,2015-11-28 15:22:45,00:21:27,,The Devil Is a Part-Timer!: Season 1: The Devil and the Hero Do Some Honest Hard Work (Episode 13),,WiiU,00:21:25,00:21:25,US (United States)
Blazias,2015-11-28 15:00:23,00:20:50,,The Devil Is a Part-Timer!: Season 1: The Devil Carries Out His Duties (Episode 12),,WiiU,00:20:56,00:20:56,US (United States)
Blazias,2015-11-28 14:38:14,00:22:07,,The Devil Is a Part-Timer!: Season 1: The Hero Stays True to Her Convictions (Episode 11),,WiiU,00:22:13,00:22:13,US (United States)
Blazias,2015-11-28 14:16:03,00:22:07,,The Devil Is a Part-Timer!: Season 1: The Devil and the Hero Take a Break from the Daily Routine (Episode 10),,WiiU,00:22:13,00:22:13,US (United States)
Blazias,2015-11-28 14:07:46,00:06:14,,The Devil Is a Part-Timer!: Season 1: The Hero Experiences a Fray (Episode 9),,WiiU,00:22:13,Not latest view,US (United States)
Blazias,2015-11-28 14:03:51,00:03:32,,The Devil Is a Part-Timer!: Season 1: The Hero Experiences a Fray (Episode 9),,WiiU,00:16:00,Not latest view,US (United States)
Blazias,2015-11-28 04:37:08,00:22:14,,The Devil Is a Part-Timer!: Season 1: The Hero Experiences a Fray (Episode 9),,WiiU,00:22:09,Not latest view,US (United States)
Blazias,2015-11-28 04:14:24,00:22:27,,The Devil Is a Part-Timer!: Season 1: The Hero Enters the Fray (Episode 8),,WiiU,00:22:33,Not latest view,US (United States)
Blazias,2015-11-28 03:51:51,00:03:28,,The Devil Is a Part-Timer!: Season 1: The Devil's Budget Is Saved by Neighborliness (Episode 7),,WiiU,00:03:34,Not latest view,US (United States)
Blazias,2015-11-28 03:29:34,00:22:13,,The Devil Is a Part-Timer!: Season 1: The Devil Climbs the Stairway to School (Episode 6),,WiiU,00:22:19,Not latest view,US (United States)
Blazias,2015-11-28 03:06:37,00:22:53,,The Devil Is a Part-Timer!: Season 1: The Devil and the Hero Save Sasazuka (Episode 5),,WiiU,00:22:59,Not latest view,US (United States)
Blazias,2015-11-28 02:44:26,00:22:07,,The Devil Is a Part-Timer!: Season 1: The Hero Experiences Human Warmth (Episode 4),,WiiU,00:22:13,Not latest view,US (United States)
Blazias,2015-11-28 02:21:54,00:22:28,,The Devil Is a Part-Timer!: Season 1: The Devil Goes on a Date with His Junior in Shinjuku (Episode 3),,WiiU,00:22:34,Not latest view,US (United States)
Blazias,2015-11-28 01:58:06,00:23:45,,The Devil Is a Part-Timer!: Season 1: The Hero Stays at the Devil's Castle for Work Reasons (Episode 2),,WiiU,00:23:51,Not latest view,US (United States)
Blazias,2015-11-28 01:30:25,00:22:19,,The Devil Is a Part-Timer!: Season 1: The Devil Arrives in Sasazuka (Episode 1),,WiiU,00:22:19,Not latest view,US (United States)
Blazias,2015-11-27 23:47:57,00:14:01,,Slugterra: Slug Fu Showdown,,WiiU,00:15:32,Not latest view,US (United States)
Blazias,2015-11-27 22:15:16,01:03:00,,Slugterra: Return of the Elementals,,WiiU,01:03:00,01:03:00,US (United States)
Blazias,2015-11-27 21:32:11,00:42:43,,Slugterra: Ghoul from Beyond,,WiiU,00:42:43,00:42:43,US (United States)
Blazias,2015-11-27 21:29:26,00:01:58,,Slugterra: Slug Fu Showdown,,WiiU,00:01:58,Not latest view,US (United States)
Blazias,2015-11-27 21:07:32,00:21:50,,Slugterra: Season 3: Light As Day (Episode 13),,WiiU,00:21:52,00:21:52,US (United States)
Blazias,2015-11-27 20:58:26,00:07:26,,Slugterra: Season 3: Dark As Night (Episode 12),,WiiU,00:21:36,00:21:36,US (United States)
Blazias,2015-11-27 20:52:09,00:00:22,,Slugterra: Season 3: Dark As Night (Episode 12),,WiiU,00:00:22,Not latest view,US (United States)
Blazias,2015-11-27 02:34:52,00:18:21,,Slugterra: Season 3: Dark As Night (Episode 12),,WiiU,00:18:23,Not latest view,US (United States)
Blazias,2015-11-27 02:12:56,00:21:52,,Slugterra: Season 3: Bandoleer of Brothers (Episode 11),,WiiU,00:21:54,00:21:54,US (United States)
Blazias,2015-11-27 01:51:00,00:21:52,,Slugterra: Season 3: Back to Blakk (Episode 10),,WiiU,00:21:54,00:21:54,US (United States)
Blazias,2015-11-27 01:28:38,00:21:52,,Slugterra: Season 3: Upgrade (Episode 9),,WiiU,00:21:54,00:21:54,US (United States)
Blazias,2015-11-27 00:44:29,00:21:33,,Slugterra: Season 3: It Comes By Night (Episode 8),,WiiU,00:21:35,00:21:35,US (United States)
Blazias,2015-11-27 00:17:22,00:21:33,,Slugterra: Season 3: Lightwell (Episode 7),,WiiU,00:21:35,00:21:35,US (United States)
Blazias,2015-11-26 23:55:22,00:21:33,,Slugterra: Season 3: The Thrill of the Game (Episode 6),,WiiU,00:21:35,00:21:35,US (United States)
Blazias,2015-11-26 23:33:43,00:21:35,,Slugterra: Season 3: Keys to the Kingdom (Episode 5),,WiiU,00:21:37,00:21:37,US (United States)
Blazias,2015-11-26 23:12:03,00:21:35,,Slugterra: Season 3: Mission Improbable (Episode 4),,WiiU,00:21:37,00:21:37,US (United States)
Blazias,2015-11-26 22:50:22,00:21:37,,Slugterra: Season 3: King of Sling (Episode 3),,WiiU,00:21:39,00:21:39,US (United States)
Blazias,2015-11-26 22:28:44,00:21:33,,Slugterra: Season 3: Slugball (Episode 2),,WiiU,00:21:35,00:21:35,US (United States)
Blazias,2015-11-26 22:07:02,00:21:39,,Slugterra: Season 3: The Return (Episode 1),,WiiU,00:21:39,00:21:39,US (United States)
Blazias,2015-11-26 22:05:49,00:00:19,,Slugterra: Season 3: The Return (Episode 1),,WiiU,00:00:19,Not latest view,US (United States)
Blazias,2015-11-26 22:05:16,00:00:14,,Slugterra: Season 2: What Lies Beneath (Episode 13),,WiiU,00:00:14,00:00:14,US (United States)
Blazias,2015-11-26 16:23:28,00:21:43,,Slugterra: Season 2: What Lies Beneath (Episode 13),,WiiU,00:21:45,Not latest view,US (United States)
Blazias,2015-11-26 15:55:18,00:21:39,,Slugterra: Season 2: The Hard Part (Episode 12),,WiiU,00:21:41,00:21:41,US (United States)
Blazias,2015-11-26 15:33:36,00:21:38,,Slugterra: Season 2: No Exit (Episode 11),,WiiU,00:21:40,00:21:40,US (United States)
Blazias,2015-11-26 15:11:59,00:21:34,,Slugterra: Season 2: The Gentlemen and the Thief (Episode 10),,WiiU,00:21:36,00:21:36,US (United States)
Blazias,2015-11-26 15:03:42,00:08:13,,Slugterra: Season 2: Deep Water Dark Water (Episode 9),,WiiU,00:21:46,00:21:46,US (United States)
Blazias,2015-11-26 01:51:39,00:00:29,,Beyblade: Metal Fusion: Season 1: The Green Hades (Episode 18),,WiiU,00:01:57,Not latest view,US (United States)
Blazias,2015-11-26 01:26:15,00:21:09,,Beyblade: Metal Fusion: Season 1: The Silver Pegasus (Episode 17),,WiiU,00:21:52,Not latest view,US (United States)
Blazias,2015-11-26 01:06:05,00:20:07,,Beyblade: Metal Fusion: Season 1: The Magnificent Aries (Episode 16),,WiiU,00:21:35,Not latest view,US (United States)
Blazias,2015-11-26 00:45:47,00:20:14,,Beyblade: Metal Fusion: Season 1: The Mysterious Hyoma (Episode 15),,WiiU,00:21:40,Not latest view,US (United States)
Blazias,2015-11-26 00:25:27,00:20:16,,Beyblade: Metal Fusion: Season 1: Memories of Ryo (Episode 14),,WiiU,00:21:44,Not latest view,US (United States)
Blazias,2015-11-25 23:50:41,00:20:09,,Beyblade: Metal Fusion: Season 1: L-Drago Awakens! (Episode 13),,WiiU,00:21:37,Not latest view,US (United States)
Blazias,2015-11-25 23:30:29,00:20:08,,Beyblade: Metal Fusion: Season 1: Infiltrate the Dark Nebula's Castle! (Episode 12),,WiiU,00:21:36,Not latest view,US (United States)
Blazias,2015-11-25 23:10:19,00:20:04,,Beyblade: Metal Fusion: Season 1: Chase the Wolf! (Episode 11),,WiiU,00:21:32,Not latest view,US (United States)
Blazias,2015-11-25 22:47:51,00:21:35,,Beyblade: Metal Fusion: Season 1: Heated Battle! Gingka vs. Kyoya (Episode 10),,WiiU,00:21:35,Not latest view,US (United States)
Blazias,2015-11-25 19:58:43,00:13:32,,Slugterra: Season 2: Deep Water Dark Water (Episode 9),,WiiU,00:13:34,Not latest view,US (United States)
Blazias,2015-11-25 18:58:17,00:21:42,,Slugterra: Season 2: The Unbeatable Master (Episode 8),,WiiU,00:21:44,00:21:44,US (United States)
Blazias,2015-11-25 18:33:51,00:21:51,,Slugterra: Season 2: Roboslugs (Episode 7),,WiiU,00:21:53,00:21:53,US (United States)
Blazias,2015-11-25 18:11:59,00:21:40,,Slugterra: Season 2: The Journey Home (Episode 6),,WiiU,00:21:53,00:21:53,US (United States)
Blazias,2015-11-25 17:49:31,00:06:48,,Slugterra: Season 2: A Distant Shore (Episode 5),,WiiU,00:21:36,00:21:36,US (United States)
Blazias,2015-11-25 17:27:50,00:21:35,,Slugterra: Season 2: Inheritance (Episode 4),,WiiU,00:21:37,00:21:37,US (United States)
Blazias,2015-11-25 17:06:07,00:21:40,,Slugterra: Season 2: Snowdance (Episode 3),,WiiU,00:21:42,00:21:42,US (United States)
Blazias,2015-11-25 16:44:27,00:21:36,,Slugterra: Season 2: The New Kid Part 2 (Episode 2),,WiiU,00:21:54,00:21:54,US (United States)
Blazias,2015-11-25 16:21:26,00:21:33,,"Slugterra: Season 2: The New Kid, Part 1 (Episode 1)",,WiiU,00:21:35,00:21:35,US (United States)
Blazias,2015-11-25 15:59:48,00:21:33,,Slugterra: Season 1: Dawn of the Slug (Episode 13),,WiiU,00:21:35,00:21:35,US (United States)
Blazias,2015-11-25 15:43:32,00:16:11,,Slugterra: Season 1: Undertow (Episode 12),,WiiU,00:21:34,00:21:34,US (United States)
Blazias,2015-11-24 22:08:54,00:04:16,,Dino Squad: Season 1: Growth Potential (Episode 2),,WiiU,00:05:02,00:05:02,US (United States)
Blazias,2015-11-24 21:41:00,00:20:50,,Dino Squad: Season 1: The Beginning (Episode 1),,WiiU,00:20:50,00:20:50,US (United States)
Blazias,2015-11-24 21:19:36,00:20:05,,Beyblade: Metal Fusion: Season 1: Leone's Counterattack (Episode 9),,WiiU,00:21:35,Not latest view,US (United States)
Blazias,2015-11-24 20:59:25,00:20:06,,Beyblade: Metal Fusion: Season 1: Merci's Dangerous Trap (Episode 8),,WiiU,00:21:34,Not latest view,US (United States)
Blazias,2015-11-24 20:39:15,00:20:06,,Beyblade: Metal Fusion: Season 1: It's Our Special Move! Sagittario (Episode 7),,WiiU,00:21:34,Not latest view,US (United States)
Blazias,2015-11-24 20:18:56,00:20:11,,Beyblade: Metal Fusion: Season 1: Aquario's Challenge (Episode 6),,WiiU,00:21:37,Not latest view,US (United States)
Blazias,2015-11-21 21:22:31,00:19:00,,Beyblade: Metal Fusion: Season 1: Aquario's Challenge (Episode 6),,WiiU,00:20:26,Not latest view,US (United States)
Blazias,2015-11-21 21:02:01,00:20:26,,Beyblade: Metal Fusion: Season 1: Vengeful Gasher (Episode 5),,WiiU,00:21:53,Not latest view,US (United States)
Blazias,2015-11-21 20:41:24,00:20:24,,Beyblade: Metal Fusion: Season 1: Charge! Bull Power! (Episode 4),,WiiU,00:21:52,Not latest view,US (United States)
Blazias,2015-11-21 20:19:57,00:20:26,,Beyblade: Metal Fusion: Season 1: The Wolf's Ambition (Episode 3),,WiiU,00:21:52,Not latest view,US (United States)
Blazias,2015-11-21 19:59:25,00:20:28,,Beyblade: Metal Fusion: Season 1: Leone's Roar (Episode 2),,WiiU,00:21:52,Not latest view,US (United States)
Blazias,2015-11-21 19:37:29,00:21:52,,Beyblade: Metal Fusion: Season 1: Pegasus Has Landed (Episode 1),,WiiU,00:21:52,Not latest view,US (United States)
Blazias,2015-11-21 19:35:32,00:00:49,,Beyblade: Metal Fusion: Season 1: Charge! Bull Power! (Episode 4),,WiiU,00:00:49,Not latest view,US (United States)
Blazias,2015-11-21 19:33:48,00:00:21,,Wakfu: Season 2: The Eliatropes (Episode 26),,WiiU,00:24:40,Not latest view,US (United States)
Blazias,2015-11-21 19:07:41,00:25:29,,Wakfu: Season 2: The Eliatropes (Episode 26),,WiiU,00:24:56,Not latest view,US (United States)
Blazias,2015-11-21 18:44:37,00:19:55,,Wakfu: Season 2: The White Dimension (Episode 25),,WiiU,00:20:55,Not latest view,US (United States)
Blazias,2015-11-21 18:22:04,00:22:09,,Wakfu: Season 2: Phaerys the Mighty (Episode 24),,WiiU,00:23:07,Not latest view,US (United States)
Blazias,2015-11-21 18:00:48,00:21:06,,Wakfu: Season 2: The Crimson Claws (Episode 23),,WiiU,00:22:00,Not latest view,US (United States)
Blazias,2015-11-21 17:48:45,00:11:57,,Wakfu: Season 2: The Silence of the Rings (Episode 22),,WiiU,00:22:28,Not latest view,US (United States)
Blazias,2015-11-21 17:37:35,00:09:32,,Wakfu: Season 2: The Silence of the Rings (Episode 22),,WiiU,00:10:32,Not latest view,US (United States)
Blazias,2015-11-21 17:15:05,00:22:25,,Wakfu: Season 2: Bellaphone Island (Episode 21),,WiiU,00:22:24,Not latest view,US (United States)
Blazias,2015-11-21 17:09:32,00:05:22,,Slugterra: Season 1: Undertow (Episode 12),,WiiU,00:05:24,Not latest view,US (United States)
